;No;Tweet;Relevant/irrelevant;Sentiment;Intensity;Attitude;Link
465;473;"@AminaJMohammed @Refugees @RefugeesChief @KellyTClements @MahaMamo @antonioguterres @AAzoulay @mbachelet @UN @UNESCO @UNHumanRights @UNICEF @UN_PGA @unicefchief @UN_Valovaya @UNGeneva @YuryFedotov @UN_Vienna @GlobalGoalsUN @UN_HRC @UN_SPExperts @UNYouthEnvoy 𝗣𝗟𝗘𝗔𝗦𝗘 make #HumanRights Day as popular as Mother's day. Why not making this simple, universal initiative one of the banners for the 74th #UNGA? Better leaders, a better world in 1 generation within easy reach? Yet again, Dec 10 is coming soon; 𝗣𝗟𝗘𝗔𝗦𝗘 act. Thank you. https://t.co/jwExQrFSD6
";;negative;high;disliking;http://twitter.com/2gEbx2ixnCoFdYa/statuses/1172876038554210305
466;474;"@AminaJMohammed @Refugees @RefugeesChief @KellyTClements @MahaMamo But not at the cost of destroying the HOST culture which unfortunately is seen world over.
";;negative;high;disliking;http://twitter.com/Sara2020Yilmaz/statuses/1172612560367104001
467;475;"@AminaJMohammed @Refugees @RefugeesChief @KellyTClements @MahaMamo Thank MA! Nigerian are very proud of you...More grease to your elbow..
";;positive;medium;liking;http://twitter.com/ali1937n/statuses/1172623694218321920
468;476;"@AminaJMohammed @Refugees @RefugeesChief @KellyTClements @MahaMamo The notion of poverty and pointless religion based war in sub Saharan Africa is absurd and perverse. Neither of the 2 corrupt organised religions they are killing each other for was invented in Africa or by Africans!
";;negative;high;disliking;http://twitter.com/naimohammed94/statuses/1172586750432153601
469;477;"@AminaJMohammed @Refugees @RefugeesChief @KellyTClements @MahaMamo UN has lived up to its purpose Madam. The UN doesnt have a separate country to naturalize all out-of-favour citizens of the world. There are roles national governments and their surordinates MUST play to achieve inclusiveness.
";;positive;medium;liking;http://twitter.com/tisinli_ayad/statuses/1172840474094256128
470;478;"@AminaJMohammed @Refugees @RefugeesChief Good agenda for getting every solution in reason.
";;positive;low;liking;http://twitter.com/OmNoor28774754/statuses/1172586554017144832
471;479;"@AminaJMohammed @Refugees @RefugeesChief Nrs secretary there are thousands of southern Cameroon refrigee in Nigeria
";;neutral;medium;helpless;http://twitter.com/Zeman20283613/statuses/1172593704919547906
472;480;"@AminaJMohammed @RefugeesChief @Refugees @KellyTClements @MahaMamo These concerted actions by UN and UNHCR to persecute me by burying me under ""first-come-first-served"" indicate a gross violation and suppression of human rights, in particularly with respect to Article 14 of the Universal Declaration of Human Rights: https://t.co/Z4h2XNTX0q
";;negative;high;disliking;http://twitter.com/AbuMustafa_2020/statuses/1172575254717161473
473;481;"@AminaJMohammed @RefugeesChief @Refugees @KellyTClements @MahaMamo Those is key factor human rights very important in toward world that wellbeing full.
";;positive;low;liking;http://twitter.com/basrah_jano/statuses/1172609898997309440
474;482;"@AminaJMohammed @UN @Refugees @RefugeesChief @KellyTClements @MahaMamo #Hello_world #There_are_people_Making #Revolution_now_in_iraq ! #Show_your_support_for_the #right_of_Iraq_people_to #protest_peacefully #Save_the_Iraqi_people #HELP_Iraq #saveIraqipeople
";;negative;high;helpless;http://twitter.com/AliAlFa12855352/statuses/1172605316648886274
475;483;"@AminaJMohammed @UN @Refugees @RefugeesChief @KellyTClements @MahaMamo Hello I am sajjad hassanalipour Me and My wife and my daughter have been in serbia country for more than 15 months I am a political activist opposed to the Iranian regime I applied for asylum from Serbia Now The Serbian government does not support me Please. Help me
";;neutral;medium;helpless;http://twitter.com/AliAlFa12855352/statuses/1172605377164324864
476;484;"@AminaJMohammed @UN @Refugees @RefugeesChief @KellyTClements @MahaMamo Save kashmir
";;neutral;low;helpless;http://twitter.com/NAAEEM33/statuses/1172818288864370688
477;485;"@AminaJMohammed @UN @Refugees @RefugeesChief @KellyTClements @MahaMamo 💔💔💔💔💔 https://t.co/mOBOW1lscN
";;positive;low;liking;http://twitter.com/NAAEEM33/statuses/1172818299542999042
478;486;"@AminaJMohammed @UN @Refugees @RefugeesChief @KellyTClements @MahaMamo 🤲
";;neutral;low;liking;http://twitter.com/Enghayder16/statuses/1172594503666081792
479;487;"@AminaJMohammed @UNGeneva @Refugees @RefugeesChief @KellyTClements @MahaMamo Can Amina J mohammed explain to UN in twitter Why the Buhari government is bent on killing of Biafrans? @antonioguterres @realDonaldTrump @mbachelet @UNHumanRights @hrw @Europarl_EN @IntlCrimCourt @UKParliament @AlJazeera_World https://t.co/1524DPvVPz
";;negative;high;disliking;http://twitter.com/Enghayder16/statuses/1172594530631278592
480;488;"@AminaJMohammed @UNIraq @Refugees @RefugeesChief @KellyTClements @MahaMamo #save_the_lraqi_people_from_its_tyrannt_government #iraqi_people_are_being_shot_to_death
";;negative;low;helpless;http://twitter.com/SadonYasmeen/statuses/1172651665553580032
481;489;"@AminaJMohammed @UNIraq @Refugees @RefugeesChief @KellyTClements @MahaMamo We ask the human rights organizations to intervene in this repression and killings of Iraqis for no reason ; and the voice of Iraqis must be conveyed to the whole world... Please do something for the #iraqProtest #Iraq_offline #Save_the_iraqi_peaple #Iraq #StopShooting
";;negative;high;helpless;http://twitter.com/5gBxizlCqzFrc3K/statuses/1172606811003858944
482;490;@AMIRDA1975 @UNHCRTurkey @Refugees We #IranianRefugeesInTurkey need to world attention for #Resettlement. #Resettlement4Iranian 🙏🙏🙏++۱+۱+۱+۱;;neutral;medium;helpless;http://twitter.com/ravibagri/statuses/1181239623491579904
483;491;@AmirFa777 @CitImmCanada @MaherBakkour @Refugees @UN @UNmigration @RefugeesCE @UNOCHA @UN_HRC @UNGeneva @UNHumanRights @unfoundation @UNHCRgov Guys do what @CitImmCanada is suggesting.;;neutral;low;sharing;http://twitter.com/a_neimi/statuses/1172942610903764992
484;492;@anayat_bilal @Refugees Glad that you do!😊;;positive;medium;sharing;http://twitter.com/dclluch/statuses/1172937553521139714
485;493;@aplt81 @_yusufosmanli @DeliCilgin55 @murat58ss @unluturk67 @tozanbey58 @tomris_hatun34 @Vatan_SancAK @SudeMirayCan @_gullerevurgun3 @Ayy_tul @Ayse3245 @61kologlu @145332_dirilis @erayyyNihal @keder6565 @57nurhak33 @Rabiacrh @Laz_DiyiLer @asliagt1 @Mustaf;;neutral;low;sharing;http://twitter.com/fred_jarrell/statuses/1172984123251732480
486;494;@Aras1453_ @thetimes @TheSun @ABC @WSJ @Reuters @washingtonpost @nytimes @NATO @UNICEF @UN @BBC @CNN @cnnbrk @UNHumanRights @realDonaldTrump @EU_Commission @eucopresident @Refugees @DailyMirror https://t.co/zyZzp9ioEl;;neutral;low;sharing;http://twitter.com/iMaGiNeprints/statuses/1172935971903627267
487;495;@asharadil1 @UN @hrw @skylineforhuman @CNN @BBCWorld @amnestyusa @Refugees @realDonaldTrump @Greenpeace @UNHumanRights This is the process for getting the ripe apples, you idiot.;;negative;high;disliking;http://twitter.com/NoThxAA/statuses/1173012284425285632
488;496;@asharadil1 @UN @hrw @skylineforhuman @CNN @BBCWorld @amnestyusa @Refugees @realDonaldTrump @Greenpeace @UNHumanRights You are allowing the fruitful brain of your countrymen destroyed by your army personals for ripping dream apples in Kashmir. LOL. 😂🤣😅;;negative;high;disliking;http://twitter.com/fred_jarrell/statuses/1172982630436024320
489;497;@aunluturk67 @_yusufosmanli @unluturk67 @erayyyNihal @murat58ss @DeliCilgin55 @61kologlu @SudeMirayCan @aplt81 @ahmetsengul34 @Vatan_SancAK @one_minute___ @Ayse3245 @tomris_hatun34 @keder6565 @57nurhak33 @Hayrl2Mer @abdurrahman_sng @Mustafa_1TR @diyetistt;;neutral;low;sharing;http://twitter.com/TomHugh5/statuses/1172994129556430849
490;498;@aunluturk67 @_yusufosmanli @unluturk67 @tozanbey58 @erayyyNihal @murat58ss @DeliCilgin55 @61kologlu @SudeMirayCan @aplt81 @ahmetsengul34 @Vatan_SancAK @one_minute___ @Ayse3245 @tomris_hatun34 @keder6565 @57nurhak33 @Hayrl2Mer @abdurrahman_sng @Mustafa_1T;;neutral;low;sharing;http://twitter.com/LindaSellsFla/statuses/1172971022158618624
491;499;@AuroraBlogspot @cnni @Refugees @ACLU @UN @UNHumanRights @UNGeneva @UNOCHA 👆🏽 please, take notes & be warned. Thank you.;;neutral;medium;sharing;http://twitter.com/Ardwaskasparyan/statuses/1181232899238088706
492;500;@AyuMeutia @Refugees @EmiThePoet ❤ followed! Thanks for sharing, love!;;neutral;medium;liking;http://twitter.com/Nishant50557664/statuses/1181198710199349249
493;501;@BetterWorldOrg @UN @Refugees @UNRefugeeAgency @UNHCRUSA @StateDept @State_IO @unfoundation @UNAUSA UN is a joke;;negative;medium;disliking;http://twitter.com/UNHCRgov/statuses/1181202235612696576
494;502;"@bflowmusic @pfoloshi4 @Chefy187 @WorldVisionZamo @Refugees I think he/she meant like you teaching those people,hence a happy teachers day to you(maybe)
";;neutral;medium;liking;http://twitter.com/trijntje2/statuses/1181124968458969089
495;503;"@bflowmusic @WorldVisionZamo @Refugees You doing good sir..
";;positive;low;liking;http://twitter.com/HegeSaebjornsen/statuses/1181124298691502081
496;504;@BurmaTaskForce @sawyeddolla Shameful that a few #Rohingya students are being deprived of university education in Bangladesh. In fact they should be encouraged and given scholarship @SheikhHasinaPM @OIC_OCI @Refugees @KingSalman @ImranKhanPTI @RTErdogan;;neutral;medium;disliking;http://twitter.com/SUPRATI67085213/statuses/1100816110440443904
497;505;@BurmaTaskForce Hope Bangladesh tells this to UN #SecurityCouncil Council as well as its agencies @Refugees https://t.co/KIF1kRXbdb;;neutral;medium;disliking;http://twitter.com/SUPRATI67085213/statuses/1100816072012292096
498;506;"@CanadaGeneva @Refugees @RefugeesChief Thanks for you ongoing support to UNHCR 🇨🇦
";;positive;medium;liking;http://twitter.com/SUPRATI67085213/statuses/1100816051179159552
499;507;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief ""No one leaves home unless home is the mouth of a shark."" For a long time, Iraqi asylum seekers and refugees have tried by their hashtag #StandWithIraqiRefugees To tell the world : why were they fled Iraq&live unbearable wait to reach resettlement countries?
";;negative;medium;helpless;http://twitter.com/SUPRATI67085213/statuses/1100815823583666176
500;508;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief ""No one leaves home unless home is the mouth of a shark."" For a long time, Iraqi asylum seekers and refugees have tried by their hashtag #StandWithIraqiRefugees To tell the world : why were they fled Iraq&live unbearable wait to reach resettlement countries?
";;negative;high;helpless;http://twitter.com/SUPRATI67085213/statuses/1100815786505994241
501;509;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief ""No one leaves home unless home is the mouth of a shark."" For a long time, Iraqi asylum seekers and refugees have tried by their hashtag #StandWithIraqiRefugees To tell the world : why were they fled Iraq&live unbearable wait to reach resettlement countries?
";;negative;high;helpless;http://twitter.com/SUPRATI67085213/statuses/1100815695510626306
502;510;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief 10 months since our hashtag has started: #StandWithIraqiRefugees To rescue Iraqi asylum seekers&refugees from the 4to7years of delayed files&wait for resettlement. We fled death threat&registered legally in the host countries but no one respond. Does the world want us go to sea?
";;negative;high;helpless;http://twitter.com/SUPRATI67085213/statuses/1100815281444671488
503;511;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief After bloody events in Iraq, Is it clear now, Why do the Iraqi refugees can't go back to Iraq at all? Iraqi asylum seeker&refugees have waited for4to7yrs to reach resettlement,appealed the whole world for more than10months with their hashtag #StandWithIraqiRefugees But no respond
";;negative;medium;helpless;http://twitter.com/AmbazoniaM/statuses/1181126956097638400
504;512;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief After bloody events in Iraq, Is it clear now, Why do the Iraqi refugees can't go back to Iraq at all? Iraqi asylum seeker&refugees have waited for4to7yrs to reach resettlement,appealed the whole world for more than10months with their hashtag #StandWithIraqiRefugees But no respond
";;negative;high;helpless;http://twitter.com/kellylstevenson/statuses/1100845478344880129
505;513;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief All the world's talking about human right. Iraqi refugees fled Iraq because of death threat. Lost everything. Registered as asylum seekers legally. Obeyed rules in host countries. They've waited resettlement for4to7years,but no one calls for their rights #StandWithIraqiRefugees
";;negative;high;helpless;http://twitter.com/es_prof/statuses/1172776900751585280
506;514;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief As a fair world..looking for every legal thing..should be fair with legal Iraqi asylum seekers&refugees to rescue them from the long wait in host countries&help them to reach resettlement countries, as illegal migrants who arrived,settled,got jobs&IDs #StandWithIraqiRefugees
";;negative;medium;helpless;http://twitter.com/samar59130364/statuses/1172902702914756609
507;515;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief As a fair world..looking for every legal thing..should be fair with legal Iraqi asylum seekers&refugees to rescue them from the long wait in host countries&help them to reach resettlement countries, as illegal migrants who arrived,settled,got jobs&IDs #StandWithIraqiRefugees
";;negative;high;helpless;http://twitter.com/EssZee12/statuses/1173083042514161664
508;516;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief Can the world make saving Iraqi asylum seekers and refugees, their obligation ; to rescue them from their suffering because of long wait in the host countries? They have waited 3 to 6 years.. No one called for their right, No one mentioned them. SOS. HELP #StandWithIraqi Refugees
";;negative;high;helpless;http://twitter.com/humanri24367712/statuses/1172915440445734912
509;517;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief Can the world make saving Iraqi asylum seekers and refugees, their obligation ; to rescue them from their suffering because of long wait in the host countries? They have waited 3 to 6 years.. No one called for their right, No one mentioned them. SOS. HELP #StandWithIraqiRefugees
";;negative;high;helpless;http://twitter.com/bflowmusic/statuses/1180703231648948226
510;518;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief Can the world make saving Iraqi asylum seekers and refugees, their obligation ; to rescue them from their suffering because of long wait in the host countries? They have waited 3 to 6 years.. No one called for their right, No one mentioned them. SOS. HELP #StandWithIraqiRefugees
";;negative;high;helpless;http://twitter.com/axy3d/statuses/1181238288956432389
511;519;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief Can you hear a mother's hidden sound is shouting:help my children? Can you feel a father's hidden fire that burns him because of lack solution? Can you measure the loss of school for a child? If yes, so you can hear,feel and measure the suffering of #StandWithIraqiRefugees
";;negative;high;helpless;http://twitter.com/edwards_lill/statuses/1145183406134898688
512;520;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief Can you help(( Iraqi asylum seekers and refugees)) in delivering their voice to the whole world to rescue them from the long waiting in the host countries with no hope of processing their files or receiving them by resettlement countries?? #StandWithIraqiRefugees. In Turkye
";;negative;high;helpless;http://twitter.com/AbakarManany/statuses/1181158209849102336
513;521;"@Charperjantuah @Refugees @AminaJMohammed @KellyTClements @RefugeesChief Children lost their childhood & growing up with bad memories stay forever. parents lost all opportunities to provide a safe place for them during these years. Children deserve the best. Please consider to end their hellish nightmare. #StandWithIraqiRefugees
";;negative;high;helpless;http://twitter.com/KLowgren/statuses/1181400643644379136
